ORDER_ID,RETAILER_ID,BRAND_ID,ORDER_CREATED,ORDER_STATE,TOTAL_GMV
3762684,94878,21510,2021-07-01 00:00:00,PROCESSING,210.87000000000000
3762713,337110,46511,2021-07-01 00:00:00,PROCESSING,446.23500000000000
3762790,363232,3581,2021-07-01 00:00:00,PROCESSING,1776.4200000000000
3762837,214221,219519,2021-07-01 00:00:00,PROCESSING,119.28
3762945,351169,34297,2021-07-01 00:00:00,PROCESSING,319.5
3763130,370402,18908,2021-07-01 00:00:00,PROCESSING,439.632
3763277,299587,237431,2021-07-01 00:00:00,PROCESSING,857.3250000000000
3763432,348367,9959,2021-07-01 00:00:00,PROCESSING,594.27
3763742,351006,90799,2021-07-01 00:00:00,PROCESSING,347.19
3641421,367906,134043,2021-07-01 00:00:00,PROCESSING,11.4168
3764156,259644,125919,2021-07-01 00:00:00,PROCESSING,391.068
3764156,259644,202310,2021-07-01 00:00:00,PROCESSING,4240.7235
3764341,364532,125708,2021-07-01 00:00:00,PROCESSING,344.42100000000000
3762818,214221,161337,2021-07-01 00:00:00,PROCESSING,116.72400000000000
3762861,64811,3565,2021-07-01 00:00:00,PROCESSING,894.6000000000000
3762861,64811,3565,2021-07-01 00:00:00,PROCESSING,647.52
3763194,112939,10380,2021-07-01 00:00:00,PROCESSING,388.72500000000000
3763490,359675,10416,2021-07-01 00:00:00,PROCESSING,2269.302
3763818,299344,18603,2021-07-01 00:00:00,PROCESSING,103.30500000000000
3764340,364532,45679,2021-07-01 00:00:00,PROCESSING,250.062
3764475,200333,250770,2021-07-01 00:00:00,PROCESSING,408.534
3764485,116313,3252,2021-07-01 00:00:00,PROCESSING,234.30000000000000
3762912,299587,121415,2021-07-01 00:00:00,PROCESSING,255.6
3763177,357054,80950,2021-07-01 00:00:00,PROCESSING,313.11000000000000
3763456,350744,221669,2021-07-01 00:00:00,PROCESSING,485.64
3764156,259644,185262,2021-07-01 00:00:00,PROCESSING,456.885
3764156,259644,158458,2021-07-01 00:00:00,PROCESSING,2875.5
3764196,355834,133930,2021-07-01 00:00:00,PROCESSING,268.25220000000000
3764215,366599,12023,2021-07-01 00:00:00,PROCESSING,221.52000000000000
3764228,358450,22713,2021-07-01 00:00:00,PROCESSING,102.24
3764317,351340,64483,2021-07-01 00:00:00,PROCESSING,792.36
3764345,356802,167593,2021-07-01 00:00:00,PROCESSING,1260.96
3764367,116313,143811,2021-07-01 00:00:00,PROCESSING,168.9303
3764415,366599,45446,2021-07-01 00:00:00,PROCESSING,334.09050000000000
3764434,383439,53936,2021-07-01 00:00:00,PROCESSING,675.7425
3764717,339669,70359,2021-07-01 00:00:00,PROCESSING,304.59
3764729,280561,37698,2021-07-01 00:00:00,PROCESSING,536.76
3765010,77158,3793,2021-07-01 00:00:00,PROCESSING,792.36
3765038,320440,9191,2021-07-01 00:00:00,PROCESSING,351.45
3765071,373060,50378,2021-07-01 00:00:00,PROCESSING,694.1031000000000
3765260,343427,16541,2021-07-01 00:00:00,PROCESSING,223.65000000000000
3765439,351588,65476,2021-07-01 00:00:00,PROCESSING,268.38
3765478,124228,50260,2021-07-01 00:00:00,PROCESSING,942.525
3766128,181395,15322,2021-07-01 00:00:00,PROCESSING,460.08
3766241,357700,221407,2021-07-01 00:00:00,PROCESSING,178.92
3766304,356955,95185,2021-07-01 00:00:00,PROCESSING,281.16000000000000
3766318,333392,44251,2021-07-01 00:00:00,PROCESSING,2630.5500000000000
3766575,354264,218563,2021-07-01 00:00:00,PROCESSING,1022.4
3766605,358991,90684,2021-07-01 00:00:00,PROCESSING,421.9104
3766679,360499,146411,2021-07-01 00:00:00,PROCESSING,426.0
3763898,284019,219002,2021-07-01 00:00:00,PROCESSING,332.28
3767021,272577,189118,2021-07-01 00:00:00,PROCESSING,243.33120000000000
3767786,34518,201426,2021-07-01 00:00:00,PROCESSING,102.24
